id,status_group
6351,functional needs repair
39453,functional
8670,functional needs repair
46548,functional needs repair
12409,non functional
47267,non functional
34963,non functional
71579,functional
50979,functional
10509,non functional
55581,non functional
5667,non functional
66458,non functional
37668,functional
59805,functional needs repair
32419,non functional
28922,non functional
69611,functional
32593,non functional
7385,non functional
71543,functional
72016,functional
30969,functional
27652,non functional
26374,functional
2102,functional needs repair
31936,non functional
10668,functional
56611,functional
14842,non functional
67294,non functional
61106,non functional
61693,non functional
18196,non functional
27990,functional
17475,functional
19280,non functional
43449,functional
5510,non functional
9456,functional
20064,functional
5036,non functional
23634,non functional
32625,non functional
232,non functional
20621,functional
73340,functional
41313,non functional
19027,functional
59172,functional
13918,non functional
32798,functional
72071,functional
59642,non functional
25338,non functional
7263,non functional
5181,functional
36311,functional
41021,functional needs repair
25507,non functional
13061,non functional
62816,functional
34508,functional
72432,non functional
6206,functional needs repair
38985,non functional
1344,functional
56627,non functional
29762,functional needs repair
40935,functional
25881,non functional
66780,functional
70833,non functional
59072,non functional
48905,non functional
37413,non functional
55075,non functional
43785,functional
6186,functional needs repair
20044,functional
45487,functional
62706,functional
67613,functional
30321,functional
48653,functional
71656,functional
60220,functional
6635,functional
73843,non functional
48882,functional
47930,functional
34624,functional
15439,functional
72388,non functional
48756,non functional
27367,functional
22477,functional
3332,functional
35824,functional needs repair
63880,non functional
18313,functional
68254,functional
42512,non functional
25022,functional
69433,functional
25885,functional
37208,functional
2407,non functional
37908,functional
45697,functional
38717,functional needs repair
17405,non functional
9968,non functional
41889,functional
32909,functional
64988,non functional
56035,functional needs repair
42184,functional
50180,functional
57915,functional needs repair
50236,non functional
38455,non functional
27152,functional
37521,non functional
8563,functional
4711,functional
34441,functional
72653,functional
61528,functional
8474,functional
23513,non functional
39096,functional
55208,non functional
26686,functional needs repair
4513,functional
39903,functional
13798,functional
6638,non functional
69443,non functional
11109,functional
24523,non functional
74173,functional
10470,functional
73788,functional
10236,functional
69050,functional needs repair
12138,non functional
62171,functional needs repair
23838,functional needs repair
7231,functional
21795,non functional
38367,functional needs repair
1183,non functional
21848,functional
68794,functional needs repair
72469,functional
32979,non functional
57277,functional
8557,non functional
32431,non functional
68921,non functional
13624,non functional
36372,functional
38226,non functional
69948,functional
40076,non functional
55444,functional
62398,non functional
48400,non functional
72608,non functional
10086,functional
40852,non functional
5468,non functional
33190,functional
14564,functional needs repair
14869,non functional
51708,non functional
71977,functional
6962,non functional
63879,functional
20272,non functional
32573,functional
60548,non functional
5993,functional needs repair
17916,functional needs repair
6751,functional
63986,functional needs repair
21389,functional
73177,functional needs repair
47751,non functional
45035,non functional
3173,functional
49432,non functional
48141,functional needs repair
15138,non functional
62090,non functional
44294,non functional
44835,functional
54139,functional needs repair
2495,functional needs repair
55173,functional
14007,non functional
53406,functional
30316,functional
21429,non functional
62649,functional needs repair
